CLASSES,SENTENCES,PROVIDER,VALUE
PROHIBITION,"You will not, and will make sure that the Platform Application does not and you will not permit use of the Platform Application: (a) to violate these Terms; (b) to perform hidden activities without Platform Application User consent (such as downloading components or other software); (c) that may alter a Platform Application User's system without permission from the Platform Application User; (d) impersonate, or misrepresent an affiliation with, any person or entity; (e) use in any manner not authorized by a Platform Application User; except as otherwise authorized by a Platform Application User with respect to such Platform Application User's Content; (f) mine or analyze any Content transmitted to, retrieved from or stored in the Platform Products/the Service (including, but not limited to, through spiders, robots, crawlers, data mining tools, scrapers, or other automated means, or services employing any such means); (g) circumvent any security measures or content filtering devices; (h) use or affect the Platform Products in any manner that could damage, disable, overburden or impair the Platform Products (including, but not limited to, flooding the Platform Products with an excessive amount of data or content); or (i) permit use in connection with any purposes or intended application which involves risks or dangers that could lead to death, serious bodily injury, severe physical or property damage, or use for purposes that otherwise require significant safety precautions (e.g. uses of the Platform Products in connection with operation of emergency services, air traffic control, mass transport systems, or nuclear facilities).",Box,2
OTHERS,BOX ZONES SPECIFIC TERMS,Box,0
OTHERS,"If you are purchasing the Box infrastructure product that enables the storing of Content in specific Location(s) and by specific Service Provider(s) (""Box Zones""), the following additional terms in this Section apply to you.",Box,0
DUTY,"Subject to the terms in this Section and a purchase of a Box Zones account for each user, Box agrees to store your Content in the specific geographic location(s) named at the time of purchase (""Location(s)"") and with the entities providing the geographic storage of Content as named at the time of purchase (""Service Provider(s)"").",Box,3
DUTY,"You understand and agree that: (a) by utilizing Box Zones, the terms of this Section 26 supersede and replace any and all provisions in these Terms regarding the location of Content storage and related controls (but only those terms); (b) the applicable Service is provided from the United States and that for Box Zones, while the Content will be stored and may be partially processed in the Location(s), some processing and metadata storage and processing may continue to be provided from the United States; (c) it is only the Content generated after your purchase and provisioning of Box Zones that will be stored in the Location(s) selected at the time of purchase; (d) certifications of Service Provider(s) may vary based on selected Service Provider(s) and Location(s); and (e) it is your responsibility to configure and properly utilize the applicable Service and Box Zones to address your obligations related to data types and data residency obligations.",Box,3
DUTY,"In order to maintain Box's obligations to you for the provision of Box Zones, you acknowledge and agree that Box may change the Service Provider(s) at any time during your Subscription Plan.",Box,3
DUTY,"Box agrees to provide you with at least thirty (30) days prior written notice of such change in Service Provider prior to implementation unless such change is necessary to prevent imminent harm to you, Box, or the Services, in which case Box will notify you as soon as reasonably practicable thereafter.",Box,3
OTHERS,TRAINING OR CONSULTING SERVICES,Box,0
OTHERS,Consulting Services.,Box,0
OTHERS,"In the event you order any professional, educational, operational or technical services (collectively, ""Consulting Services""), the nature, details and duration of the Consulting Services will further be described in the datasheet or statement of work which is referenced.",Box,0
OTHERS,Box Materials and Box Tools.,Box,0
PERMISSION,"Box shall own all rights, title and interest in and to the documentation, templates, training materials, recordings and other items (collectively the ""Box Materials"") Box may provide to Customer as part of this consulting services engagement (including any intellectual property rights therein, but excluding any Customer Confidential Information and Customer logos and trademarks that may be included in the Box Materials, collectively, ""Customer Property"").",Box,1
PERMISSION,Box shall have the right to use any such Customer Property solely for the purpose of providing the consulting services to Customer as set forth hereunder.,Box,1
PERMISSION,"During the term specified in the applicable Order, Box hereby provides Customer with a royalty free, limited, non-exclusive, non-sub licensable, non-transferable and terminable license to use such Box Materials solely for Customer's internal operations in connection with its authorized use of the Box Service.",Box,1
PROHIBITION,"Nothing herein shall be construed to assign or transfer any intellectual property rights in the proprietary tools, libraries, know-how, techniques and expertise (""Box Tools"") used by Box to develop the Box Materials, and to the extent such Box Tools are delivered with or as part of the Box Materials, they are licensed, not assigned, to Customer, on the same terms as the Box Materials.",Box,2
OTHERS,Consulting Services Warranty.,Box,0
DUTY,"In regard to Consulting Services only, Box warrants that: (a) it and each of its employees, consultants and subcontractors, if any, have the necessary knowledge, skills, experience, qualifications, and resources to provide and perform the Consulting Services in accordance with the applicable datasheet or statement of work; and (b) the Consulting Services will be performed in a professional and workmanlike manner in accordance with industry standards and in accordance with the scope of services outlined in the applicable datasheet or statement of work.",Box,3
DUTY,"You acknowledge that Box's ability to successfully perform the Consulting Services is dependent upon your provision of timely information, access to resources, and participation as outlined in the applicable Consulting Services.",Box,3
DUTY,"If through no fault or delay of yours the Consulting Services do not conform to the foregoing warranty, and you notify Box within seven (7) calendar days of Box's delivery of the Consulting Services, Box will re-perform the non-conforming portion(s) of the Consulting Services at no additional cost to you.",Box,3
OTHERS,GENERAL TERMS,Box,0
OTHERS,Severability; Entire Agreement.,Box,0
OTHERS,These Terms apply to the maximum extent permitted by relevant law.,Box,0
DUTY,"If a court holds that we cannot enforce a part of these Terms as written, you and we will replace those terms with similar terms to the extent enforceable under the relevant law, but the rest of these Terms will remain in effect.",Box,3
